TimeStamp,SimulationID,VirtualAgentRole,VerbalMode,LLMPrefUpdateWeight,ToM,DepthProcessing,FacialExpression,ParticipantPhysiologicalSensitivity,LLMHypothesis,AgentScore,PlayerScore,VirtualAgentBelief,RewardBoxID,SelectedBox,Language,Moving,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8
202505270848,2,Adversary,Verbal,0.5,0,2,TRUE,0,0,-1,1,1,0,0,EN,1,,,,,,,,
202505270848,3,Adversary,Verbal,0.5,0,2,TRUE,0,0,-1,1,1,0,0,EN,1,,,,,,,,
202505270848,4,Adversary,Verbal,0.5,0,2,TRUE,0,0,-1,1,1,0,0,EN,1,,,,,,,,
202505270848,5,Adversary,Verbal,0.5,0,2,TRUE,0,0,1,-1,1,1,0,EN,1,,,,,,,,
202505270848,6,Adversary,Verbal,0.5,0,2,TRUE,0,0,1,-1,1,1,0,EN,1,,,,,,,,
202505270848,7,Adversary,Verbal,0.5,0,2,TRUE,0,0,1,-1,1,0,1,EN,1,,,,,,,,
202505270848,8,Adversary,Verbal,0.5,0,2,TRUE,0,0,-1,1,1,1,1,EN,1,,,,,,,,
202505270848,9,Adversary,Verbal,0.5,0,2,TRUE,0,0,0,0,1,0,-1,EN,1,,,,,,,,
202505270848,10,Adversary,Verbal,0.5,0,2,TRUE,0,0,-1,1,1,0,0,EN,1,,,,,,,,
202505270848,11,Adversary,Verbal,0.5,0,2,TRUE,0,0,0,0,1,0,-1,EN,1,,,,,,,,
202505270848,12,Adversary,Verbal,0.5,0,2,TRUE,0,0,0,0,1,0,-1,EN,1,,,,,,,,
202505270848,13,Adversary,Verbal,0.5,0,2,TRUE,0,0,1,-1,1,1,0,EN,1,,,,,,,,
202505270848,14,Adversary,Verbal,0.5,0,2,TRUE,0,0,0,0,1,0,-1,EN,1,,,,,,,,
202505270848,15,Adversary,Verbal,0.5,0,2,TRUE,0,0,0,0,1,1,-1,EN,1,,,,,,,,
202505270848,16,Adversary,Verbal,0.5,0,2,TRUE,0,0,1,-1,1,1,0,EN,1,,,,,,,,
202505270848,17,Adversary,Verbal,0.5,0,2,TRUE,0,0,1,-1,1,1,0,EN,1,,,,,,,,
202505270848,18,Adversary,Verbal,0.5,0,2,TRUE,0,0,1,-1,1,1,0,EN,1,,,,,,,,
202505270848,19,Adversary,Verbal,0.5,0,2,TRUE,0,0,1,-1,1,1,0,EN,1,,,,,,,,
202505270848,20,Adversary,Verbal,0.5,0,2,TRUE,0,0,1,-1,1,0,1,EN,1,,,,,,,,
202505270848,21,Adversary,Verbal,0.5,0,2,TRUE,0,0,1,-1,1,0,1,EN,1,,,,,,,,
202505270848,22,Adversary,Verbal,0.5,0,2,TRUE,0,0,-1,1,1,0,0,EN,1,,,,,,,,
202505270848,23,Adversary,Verbal,0.5,0,2,TRUE,0,0,-1,1,1,0,0,EN,1,,,,,,,,
202505270848,24,Adversary,Verbal,0.5,0,2,TRUE,0,0,-1,1,1,1,1,EN,1,,,,,,,,
202505270848,25,Adversary,Verbal,0.5,0,2,TRUE,0,0,-1,1,1,0,0,EN,1,,,,,,,,
202505270848,26,Adversary,Verbal,0.5,0,2,TRUE,0,0,1,-1,1,1,0,EN,1,,,,,,,,
202505270848,27,Adversary,Verbal,0.5,0,2,TRUE,0,0,1,-1,1,1,0,EN,1,,,,,,,,
202505270848,28,Adversary,Verbal,0.5,0,2,TRUE,0,0,1,-1,1,1,0,EN,1,,,,,,,,
202505270848,29,Adversary,Verbal,0.5,0,2,TRUE,0,0,1,-1,1,1,0,EN,1,,,,,,,,
202505270848,30,Adversary,Verbal,0.5,0,2,TRUE,0,0,-1,1,1,1,1,EN,1,,,,,,,,
202505270848,31,Adversary,Verbal,0.5,0,2,TRUE,0,0,1,-1,1,1,0,EN,1,,,,,,,,
202505270848,32,Adversary,Verbal,0.5,0,2,TRUE,0,0,-1,1,1,0,0,EN,1,,,,,,,,
202505270848,33,Adversary,Verbal,0.5,0,2,TRUE,0,0,0,0,1,0,-1,EN,1,,,,,,,,
